id,attributes.board_time,attributes.description,attributes.line_score,attributes.projection_type,attributes.stat_type,attributes.updated_at,relationships.league.data.id,relationships.new_player.data.id,attributes.image_url,attributes.league,attributes.league_id,attributes.name,attributes.position,attributes.team,attributes.team_name
1011828,2023-01-21T22:10:00-05:00,LAC 1st Half,17.5,Single Stat,Points,2023-01-21T22:10:52-05:00,84,55254,https://static.prizepicks.com/images/players/nba/Luka_Doncic_d2ee92e9-3e72-45eb-b156-2dc5adc1e6f7.webp,NBA1H,84.0,Luka Doncic,F-G,DAL,Mavericks
1011980,2023-01-20T00:00:00-05:00,Patrick Cantlay - RD4 - SC,0.0,Single Stat,Birdies Or Better Matchup,2023-01-21T22:05:41-05:00,1,9,https://static.prizepicks.com/images/leagues/football.svg,,,NFL,,,
1011980,2023-01-20T00:00:00-05:00,Patrick Cantlay - RD4 - SC,0.0,Single Stat,Birdies Or Better Matchup,2023-01-21T22:05:41-05:00,1,9,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/golf/low-res/40001199.png,PGA,1.0,Jon Rahm,G,Jon Rahm,
1011959,2023-01-20T00:00:00-05:00,RD 4  - 14 Fairways - SC,10.0,Single Stat,Fairways Hit,2023-01-21T22:17:42-05:00,1,70184,https://static.prizepicks.com/images/players/golf/Joohyung_Kim_aca3420a-9ed0-444d-b214-f831561f7c71.webp,PGA,1.0,Tom Kim,G,Tom Kim,
1012050,2023-01-21T22:10:00-05:00,LAC,44.5,Single Stat,Pts+Rebs,2023-01-21T22:31:11-05:00,7,58830,https://static.prizepicks.com/images/players/nba/Luka_Doncic_d2ee92e9-3e72-45eb-b156-2dc5adc1e6f7.webp,NBA,7.0,Luka Doncic,F-G,DAL,Mavericks
1012751,2021-01-22T02:26:00-05:00,NJ,2.0,Single Stat,Shots On Goal,2023-01-22T02:22:31-05:00,8,58361,https://static.prizepicks.com/images/players/nhl/Bryan_Rust_46d3e792-5729-4b1e-8924-561ab71ac256.webp,NHL,8.0,Bryan Rust,F,PIT,Penguins
1012008,2023-01-21T22:10:00-05:00,LAC 1st Half,26.5,Single Stat,Pts+Rebs+Asts,2023-01-21T22:24:12-05:00,84,55254,https://static.prizepicks.com/images/players/nba/Luka_Doncic_d2ee92e9-3e72-45eb-b156-2dc5adc1e6f7.webp,NBA1H,84.0,Luka Doncic,F-G,DAL,Mavericks
1011844,2023-01-21T22:10:00-05:00,LAC,10.5,Single Stat,Rebounds,2023-01-21T22:11:46-05:00,7,58830,https://static.prizepicks.com/images/players/nba/Luka_Doncic_d2ee92e9-3e72-45eb-b156-2dc5adc1e6f7.webp,NBA,7.0,Luka Doncic,F-G,DAL,Mavericks
1012196,2023-01-21T23:40:00-05:00,BUT,15.5,Single Stat,Points,2023-01-21T23:47:33-05:00,20,59082,https://i.imgur.com/7h1DvhE.png,CBB,20.0,Adama Sanogo,F,CONN,Huskies
1011850,2023-01-21T22:10:00-05:00,LAC,8.5,Single Stat,Assists,2023-01-21T22:11:06-05:00,7,58830,https://static.prizepicks.com/images/players/nba/Luka_Doncic_d2ee92e9-3e72-45eb-b156-2dc5adc1e6f7.webp,NBA,7.0,Luka Doncic,F-G,DAL,Mavericks
1012198,2023-01-21T23:40:00-05:00,BUT,23.5,Single Stat,Pts+Rebs+Asts,2023-01-21T23:52:46-05:00,20,59082,https://i.imgur.com/7h1DvhE.png,CBB,20.0,Adama Sanogo,F,CONN,Huskies
1012199,2023-01-21T23:40:00-05:00,BUT,28.7,Fantasy Score,Fantasy Score,2023-01-22T00:53:36-05:00,20,59082,https://i.imgur.com/7h1DvhE.png,CBB,20.0,Adama Sanogo,F,CONN,Huskies
1011820,2023-01-21T22:10:00-05:00,LAC,34.5,Single Stat,Points,2023-01-21T22:10:56-05:00,7,58830,https://static.prizepicks.com/images/players/nba/Luka_Doncic_d2ee92e9-3e72-45eb-b156-2dc5adc1e6f7.webp,NBA,7.0,Luka Doncic,F-G,DAL,Mavericks
1012158,2023-01-21T22:10:00-05:00,LAC,19.5,Single Stat,Rebs+Asts,2023-01-21T22:41:11-05:00,7,58830,https://static.prizepicks.com/images/players/nba/Luka_Doncic_d2ee92e9-3e72-45eb-b156-2dc5adc1e6f7.webp,NBA,7.0,Luka Doncic,F-G,DAL,Mavericks
1011932,2023-01-20T00:00:00-05:00,RD 4 - PAR 72 - SC,6.5,Single Stat,Birdies Or Better,2023-01-21T22:02:27-05:00,1,9,https://static.prizepicks.com/images/leagues/football.svg,,,NFL,,,
1011932,2023-01-20T00:00:00-05:00,RD 4 - PAR 72 - SC,6.5,Single Stat,Birdies Or Better,2023-01-21T22:02:27-05:00,1,9,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/golf/low-res/40001199.png,PGA,1.0,Jon Rahm,G,Jon Rahm,
1012197,2023-01-21T23:40:00-05:00,BUT,7.0,Single Stat,Rebounds,2023-01-22T00:53:10-05:00,20,59082,https://i.imgur.com/7h1DvhE.png,CBB,20.0,Adama Sanogo,F,CONN,Huskies
1012001,2023-01-21T22:10:00-05:00,LAC,53.5,Single Stat,Pts+Rebs+Asts,2023-01-21T22:20:29-05:00,7,58830,https://static.prizepicks.com/images/players/nba/Luka_Doncic_d2ee92e9-3e72-45eb-b156-2dc5adc1e6f7.webp,NBA,7.0,Luka Doncic,F-G,DAL,Mavericks
1011968,2023-01-20T00:00:00-05:00,RD 4  - 18 Greens - SC,14.5,Single Stat,Greens In Regulation,2023-01-21T22:20:33-05:00,1,9,https://static.prizepicks.com/images/leagues/football.svg,,,NFL,,,
1011968,2023-01-20T00:00:00-05:00,RD 4  - 18 Greens - SC,14.5,Single Stat,Greens In Regulation,2023-01-21T22:20:33-05:00,1,9,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/golf/low-res/40001199.png,PGA,1.0,Jon Rahm,G,Jon Rahm,
1012151,2023-01-21T22:10:00-05:00,LAC,43.5,Single Stat,Pts+Asts,2023-01-21T22:37:13-05:00,7,58830,https://static.prizepicks.com/images/players/nba/Luka_Doncic_d2ee92e9-3e72-45eb-b156-2dc5adc1e6f7.webp,NBA,7.0,Luka Doncic,F-G,DAL,Mavericks
1011944,2023-01-20T00:00:00-05:00,RD 4 - PAR 72 - SC,66.5,Single Stat,Strokes,2023-01-21T22:06:37-05:00,1,9,https://static.prizepicks.com/images/leagues/football.svg,,,NFL,,,
1011944,2023-01-20T00:00:00-05:00,RD 4 - PAR 72 - SC,66.5,Single Stat,Strokes,2023-01-21T22:06:37-05:00,1,9,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/golf/low-res/40001199.png,PGA,1.0,Jon Rahm,G,Jon Rahm,
1011933,2023-01-20T00:00:00-05:00,RD 4 - PAR 72 - SC,6.5,Single Stat,Birdies Or Better,2023-01-21T22:02:42-05:00,1,11851,https://i.imgur.com/MMoUnuz.png,PGA,1.0,Scottie Scheffler,G,Scottie Scheffler,
1012159,2023-01-21T22:10:00-05:00,DAL,10.5,Single Stat,Rebs+Asts,2023-01-21T22:41:54-05:00,7,56700,https://static.prizepicks.com/images/players/nba/Paul_George_db09f372-9a17-4889-add7-bf8a75ab6da6.webp,NBA,7.0,Paul George,F,LAC,Clippers
1012152,2023-01-21T22:10:00-05:00,DAL,25.5,Single Stat,Pts+Asts,2023-01-21T22:40:06-05:00,7,56700,https://static.prizepicks.com/images/players/nba/Paul_George_db09f372-9a17-4889-add7-bf8a75ab6da6.webp,NBA,7.0,Paul George,F,LAC,Clippers
1012752,2021-01-22T02:26:00-05:00,PIT,3.0,Single Stat,Shots On Goal,2023-01-22T02:22:31-05:00,8,57866,https://static.prizepicks.com/images/players/nhl/Dougie_Hamilton_42ee4e8e-0f24-11e2-8525-18a905767e44.webp,NHL,8.0,Dougie Hamilton,D,NJ,Devils
1011969,2023-01-20T00:00:00-05:00,RD 4  - 18 Greens - SC,14.5,Single Stat,Greens In Regulation,2023-01-21T22:20:33-05:00,1,11851,https://i.imgur.com/MMoUnuz.png,PGA,1.0,Scottie Scheffler,G,Scottie Scheffler,
1012002,2023-01-21T22:10:00-05:00,DAL,31.5,Single Stat,Pts+Rebs+Asts,2023-01-21T22:19:34-05:00,7,56700,https://static.prizepicks.com/images/players/nba/Paul_George_db09f372-9a17-4889-add7-bf8a75ab6da6.webp,NBA,7.0,Paul George,F,LAC,Clippers
1011821,2023-01-21T22:10:00-05:00,DAL,20.5,Single Stat,Points,2023-01-21T22:11:05-05:00,7,56700,https://static.prizepicks.com/images/players/nba/Paul_George_db09f372-9a17-4889-add7-bf8a75ab6da6.webp,NBA,7.0,Paul George,F,LAC,Clippers
1012204,2023-01-21T23:44:00-05:00,CONN,10.5,Single Stat,Points,2023-01-21T23:59:27-05:00,20,57783,https://i.imgur.com/I4xYCVa.png,CBB,20.0,Chuck Harris,G,BUT,Bulldogs
1011961,2023-01-20T00:00:00-05:00,RD 4  - 14 Fairways - SC,10.0,Single Stat,Fairways Hit,2023-01-21T22:42:08-05:00,1,2331,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/golf/low-res/40002605.png,PGA,1.0,Sungjae Im,G,Sungjae Im,
1011830,2023-01-21T22:10:00-05:00,DAL 1st Half,10.5,Single Stat,Points,2023-01-21T22:11:52-05:00,84,55289,https://static.prizepicks.com/images/players/nba/Paul_George_db09f372-9a17-4889-add7-bf8a75ab6da6.webp,NBA1H,84.0,Paul George,F,LAC,Clippers
1011981,2023-01-20T00:00:00-05:00,Cameron Young - RD4 - SC,0.0,Single Stat,Birdies Or Better Matchup,2023-01-21T22:05:41-05:00,1,11851,https://i.imgur.com/MMoUnuz.png,PGA,1.0,Scottie Scheffler,G,Scottie Scheffler,
1011945,2023-01-20T00:00:00-05:00,RD 4 - PAR 72 - SC,67.0,Single Stat,Strokes,2023-01-21T22:05:00-05:00,1,11851,https://i.imgur.com/MMoUnuz.png,PGA,1.0,Scottie Scheffler,G,Scottie Scheffler,
1011851,2023-01-21T22:10:00-05:00,DAL,5.0,Single Stat,Assists,2023-01-21T22:12:31-05:00,7,56700,https://static.prizepicks.com/images/players/nba/Paul_George_db09f372-9a17-4889-add7-bf8a75ab6da6.webp,NBA,7.0,Paul George,F,LAC,Clippers
1011845,2023-01-21T22:10:00-05:00,DAL,5.5,Single Stat,Rebounds,2023-01-21T22:15:31-05:00,7,56700,https://static.prizepicks.com/images/players/nba/Paul_George_db09f372-9a17-4889-add7-bf8a75ab6da6.webp,NBA,7.0,Paul George,F,LAC,Clippers
1012051,2023-01-21T22:10:00-05:00,DAL,26.5,Single Stat,Pts+Rebs,2023-01-21T22:38:11-05:00,7,56700,https://static.prizepicks.com/images/players/nba/Paul_George_db09f372-9a17-4889-add7-bf8a75ab6da6.webp,NBA,7.0,Paul George,F,LAC,Clippers
1012010,2023-01-21T22:10:00-05:00,DAL 1st Half,15.5,Single Stat,Pts+Rebs+Asts,2023-01-21T22:19:44-05:00,84,55289,https://static.prizepicks.com/images/players/nba/Paul_George_db09f372-9a17-4889-add7-bf8a75ab6da6.webp,NBA1H,84.0,Paul George,F,LAC,Clippers
1011982,2023-01-20T00:00:00-05:00,Xander Schauffele - RD4 - SC,0.0,Single Stat,Birdies Or Better Matchup,2023-01-21T22:05:41-05:00,1,3487,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/golf/low-res/40000194.png,PGA,1.0,Sam Burns,G,Sam Burns,
1011967,2023-01-20T00:00:00-05:00,RD 4  - 14 Fairways - SC,9.5,Single Stat,Fairways Hit,2023-01-21T22:26:39-05:00,1,541,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/golf/low-res/40000011.png,PGA,1.0,Chris Kirk,G,Chris Kirk,
1011852,2023-01-21T22:10:00-05:00,LAC,4.5,Single Stat,Assists,2023-01-21T22:17:02-05:00,7,60052,https://static.prizepicks.com/images/players/nba/Spencer_Dinwiddie_8426ab40-888d-4f89-976c-cd9e23717653.webp,NBA,7.0,Spencer Dinwiddie,G,DAL,Mavericks
1011934,2023-01-20T00:00:00-05:00,RD 4 - PAR 72 - SC,6.0,Single Stat,Birdies Or Better,2023-01-21T22:03:31-05:00,1,3487,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/golf/low-res/40000194.png,PGA,1.0,Sam Burns,G,Sam Burns,
1012210,2021-03-08T15:00:00-05:00,Getafe,0.5,Single Stat,Goals,2023-01-21T23:33:47-05:00,82,46609,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/soc/low-res/90079729.png,SOCCER,82.0,Ansu Fati,F,Barcelona,
1012524,2023-01-21T23:00:00-05:00,DEN,1.5,Single Stat,Blks+Stls,2023-01-22T01:13:25-05:00,7,79951,https://static.prizepicks.com/images/players/nba/Jalen_Williams_62c44a90-f280-438a-9c7e-252f4f376283.webp,NBA,7.0,Jalen Williams,G-F,OKC,Thunder
1012000,2023-01-21T22:10:00-05:00,LAC,1.5,Single Stat,Turnovers,2023-01-21T22:13:23-05:00,7,60052,https://static.prizepicks.com/images/players/nba/Spencer_Dinwiddie_8426ab40-888d-4f89-976c-cd9e23717653.webp,NBA,7.0,Spencer Dinwiddie,G,DAL,Mavericks
1011971,2023-01-20T00:00:00-05:00,RD 4  - 18 Greens - SC,14.5,Single Stat,Greens In Regulation,2023-01-21T22:11:21-05:00,1,70184,https://static.prizepicks.com/images/players/golf/Joohyung_Kim_aca3420a-9ed0-444d-b214-f831561f7c71.webp,PGA,1.0,Tom Kim,G,Tom Kim,
1012200,2023-01-21T23:42:00-05:00,BUT,11.0,Single Stat,Points,2023-01-22T00:00:33-05:00,20,92177,https://i.imgur.com/7h1DvhE.png	,CBB,20.0,Alex Karaban,F,CONN,Huskies
1012753,2021-01-22T02:26:00-05:00,NJ,3.0,Single Stat,Shots On Goal,2023-01-22T02:16:24-05:00,8,58898,https://static.prizepicks.com/images/players/nhl/Evgeni_Malkin__433e7a98-0f24-11e2-8525-18a905767e44.webp,NHL,8.0,Evgeni Malkin,F,PIT,Penguins
1011946,2023-01-20T00:00:00-05:00,RD 4 - PAR 72 - SC,67.0,Single Stat,Strokes,2023-01-21T22:16:31-05:00,1,3487,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/golf/low-res/40000194.png,PGA,1.0,Sam Burns,G,Sam Burns,
1011822,2023-01-21T22:10:00-05:00,LAC,16.5,Single Stat,Points,2023-01-21T22:11:36-05:00,7,60052,https://static.prizepicks.com/images/players/nba/Spencer_Dinwiddie_8426ab40-888d-4f89-976c-cd9e23717653.webp,NBA,7.0,Spencer Dinwiddie,G,DAL,Mavericks
1011832,2023-01-21T22:10:00-05:00,LAC 1st Half,8.5,Single Stat,Points,2023-01-21T22:12:02-05:00,84,60053,https://static.prizepicks.com/images/players/nba/Spencer_Dinwiddie_8426ab40-888d-4f89-976c-cd9e23717653.webp,NBA1H,84.0,Spencer Dinwiddie,G,DAL,Mavericks
1012153,2023-01-21T22:10:00-05:00,LAC,21.5,Single Stat,Pts+Asts,2023-01-21T22:39:22-05:00,7,60052,https://static.prizepicks.com/images/players/nba/Spencer_Dinwiddie_8426ab40-888d-4f89-976c-cd9e23717653.webp,NBA,7.0,Spencer Dinwiddie,G,DAL,Mavericks
1012052,2023-01-21T22:10:00-05:00,LAC,19.5,Single Stat,Pts+Rebs,2023-01-21T22:31:15-05:00,7,60052,https://static.prizepicks.com/images/players/nba/Spencer_Dinwiddie_8426ab40-888d-4f89-976c-cd9e23717653.webp,NBA,7.0,Spencer Dinwiddie,G,DAL,Mavericks
1012160,2023-01-21T22:10:00-05:00,DAL,11.5,Single Stat,Rebs+Asts,2023-01-21T22:57:19-05:00,7,1724,https://static.prizepicks.com/images/players/nba/Kawhi_Leonard_c12fb587-fc86-471c-8a84-19caf31325ce.webp,NBA,7.0,Kawhi Leonard,F,LAC,Clippers
1011823,2023-01-21T22:10:00-05:00,DAL,25.5,Single Stat,Points,2023-01-21T22:10:59-05:00,7,1724,https://static.prizepicks.com/images/players/nba/Kawhi_Leonard_c12fb587-fc86-471c-8a84-19caf31325ce.webp,NBA,7.0,Kawhi Leonard,F,LAC,Clippers
1012003,2023-01-21T22:10:00-05:00,DAL,36.5,Single Stat,Pts+Rebs+Asts,2023-01-21T22:19:34-05:00,7,1724,https://static.prizepicks.com/images/players/nba/Kawhi_Leonard_c12fb587-fc86-471c-8a84-19caf31325ce.webp,NBA,7.0,Kawhi Leonard,F,LAC,Clippers
1011935,2023-01-20T00:00:00-05:00,RD 4 - PAR 72 - SC,6.5,Single Stat,Birdies Or Better,2023-01-22T08:11:49-05:00,1,70184,https://static.prizepicks.com/images/players/golf/Joohyung_Kim_aca3420a-9ed0-444d-b214-f831561f7c71.webp,PGA,1.0,Tom Kim,G,Tom Kim,
1012754,2021-01-22T02:26:00-05:00,PIT,4.5,Single Stat,Shots On Goal,2023-01-22T02:15:59-05:00,8,57865,https://static.prizepicks.com/images/players/nhl/Jack_Hughes_1b48264e-4f71-4aaf-a263-62ba01d12b63.webp,NHL,8.0,Jack Hughes,F,NJ,Devils
1012012,2023-01-21T22:10:00-05:00,DAL 1st Half,18.5,Single Stat,Pts+Rebs+Asts,2023-01-21T22:21:42-05:00,84,87456,https://static.prizepicks.com/images/players/nba/Kawhi_Leonard_c12fb587-fc86-471c-8a84-19caf31325ce.webp,NBA1H,84.0,Kawhi Leonard,F,LAC,Clippers
1011956,2023-01-20T00:00:00-05:00,RD 4  - 14 Fairways - SC,9.0,Single Stat,Fairways Hit,2023-01-21T22:11:02-05:00,1,9,https://static.prizepicks.com/images/leagues/football.svg,,,NFL,,,
1011956,2023-01-20T00:00:00-05:00,RD 4  - 14 Fairways - SC,9.0,Single Stat,Fairways Hit,2023-01-21T22:11:02-05:00,1,9,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/golf/low-res/40001199.png,PGA,1.0,Jon Rahm,G,Jon Rahm,
1011853,2023-01-21T22:10:00-05:00,DAL,4.5,Single Stat,Assists,2023-01-21T22:17:18-05:00,7,1724,https://static.prizepicks.com/images/players/nba/Kawhi_Leonard_c12fb587-fc86-471c-8a84-19caf31325ce.webp,NBA,7.0,Kawhi Leonard,F,LAC,Clippers
1011970,2023-01-20T00:00:00-05:00,RD 4  - 18 Greens - SC,14.0,Single Stat,Greens In Regulation,2023-01-22T01:13:33-05:00,1,3487,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/golf/low-res/40000194.png,PGA,1.0,Sam Burns,G,Sam Burns,
1011846,2023-01-21T22:10:00-05:00,DAL,6.5,Single Stat,Rebounds,2023-01-21T22:15:03-05:00,7,1724,https://static.prizepicks.com/images/players/nba/Kawhi_Leonard_c12fb587-fc86-471c-8a84-19caf31325ce.webp,NBA,7.0,Kawhi Leonard,F,LAC,Clippers
1012205,2023-01-21T23:45:00-05:00,BUT,6.5,Single Stat,Rebounds,2023-01-22T00:14:30-05:00,20,61619,https://i.imgur.com/7h1DvhE.png,CBB,20.0,Andre Jackson,G,CONN,Huskies
1012211,2021-03-08T15:00:00-05:00,Athletic Bilbao,0.5,Single Stat,Goals,2023-01-21T23:33:47-05:00,82,46826,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/soc/low-res/90029227.png,SOCCER,82.0,Karim Benzema,F,Real Madrid,
1011834,2023-01-21T22:10:00-05:00,DAL 1st Half,12.5,Single Stat,Points,2023-01-21T22:10:52-05:00,84,87456,https://static.prizepicks.com/images/players/nba/Kawhi_Leonard_c12fb587-fc86-471c-8a84-19caf31325ce.webp,NBA1H,84.0,Kawhi Leonard,F,LAC,Clippers
1011947,2023-01-20T00:00:00-05:00,RD 4 - PAR 72 - SC,67.0,Single Stat,Strokes,2023-01-21T22:16:31-05:00,1,70184,https://static.prizepicks.com/images/players/golf/Joohyung_Kim_aca3420a-9ed0-444d-b214-f831561f7c71.webp,PGA,1.0,Tom Kim,G,Tom Kim,
1011937,2023-01-20T00:00:00-05:00,RD 4 - PAR 72 - SC,6.0,Single Stat,Birdies Or Better,2023-01-21T22:21:18-05:00,1,2331,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/golf/low-res/40002605.png,PGA,1.0,Sungjae Im,G,Sungjae Im,
1011930,2023-01-21T22:10:00-05:00,LAC,2.5,Single Stat,3-PT Made,2023-01-21T22:12:02-05:00,7,1379,https://static.prizepicks.com/images/players/nba/Tim_Hardaway_Jr._35cd1338-c56b-4247-b53c-264585c59883.webp,NBA,7.0,Tim Hardaway Jr.,G-F,DAL,Mavericks
1012004,2023-01-21T22:10:00-05:00,LAC,20.5,Single Stat,Pts+Rebs+Asts,2023-01-21T22:19:47-05:00,7,1379,https://static.prizepicks.com/images/players/nba/Tim_Hardaway_Jr._35cd1338-c56b-4247-b53c-264585c59883.webp,NBA,7.0,Tim Hardaway Jr.,G-F,DAL,Mavericks
1012154,2023-01-21T22:10:00-05:00,LAC,16.5,Single Stat,Pts+Asts,2023-01-21T22:53:04-05:00,7,1379,https://static.prizepicks.com/images/players/nba/Tim_Hardaway_Jr._35cd1338-c56b-4247-b53c-264585c59883.webp,NBA,7.0,Tim Hardaway Jr.,G-F,DAL,Mavericks
1011824,2023-01-21T22:10:00-05:00,LAC,14.5,Single Stat,Points,2023-01-21T22:11:15-05:00,7,1379,https://static.prizepicks.com/images/players/nba/Tim_Hardaway_Jr._35cd1338-c56b-4247-b53c-264585c59883.webp,NBA,7.0,Tim Hardaway Jr.,G-F,DAL,Mavericks
1011949,2023-01-20T00:00:00-05:00,RD 4 - PAR 72 - SC,67.5,Single Stat,Strokes,2023-01-21T22:09:33-05:00,1,2331,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/golf/low-res/40002605.png,PGA,1.0,Sungjae Im,G,Sungjae Im,
1012014,2023-01-21T22:10:00-05:00,LAC 1st Half,10.5,Single Stat,Pts+Rebs+Asts,2023-01-21T22:19:44-05:00,84,55258,https://static.prizepicks.com/images/players/nba/Tim_Hardaway_Jr._35cd1338-c56b-4247-b53c-264585c59883.webp,NBA1H,84.0,Tim Hardaway Jr.,G-F,DAL,Mavericks
1011836,2023-01-21T22:10:00-05:00,LAC 1st Half,7.5,Single Stat,Points,2023-01-21T22:11:52-05:00,84,55258,https://static.prizepicks.com/images/players/nba/Tim_Hardaway_Jr._35cd1338-c56b-4247-b53c-264585c59883.webp,NBA1H,84.0,Tim Hardaway Jr.,G-F,DAL,Mavericks
1012201,2023-01-21T23:43:00-05:00,BUT,16.0,Single Stat,Points,2023-01-21T23:52:46-05:00,20,91715,https://i.imgur.com/7h1DvhE.png	,CBB,20.0,Jordan Hawkins,G,CONN,Huskies
1011957,2023-01-20T00:00:00-05:00,RD 4  - 14 Fairways - SC,9.0,Single Stat,Fairways Hit,2023-01-21T22:09:33-05:00,1,11851,https://i.imgur.com/MMoUnuz.png,PGA,1.0,Scottie Scheffler,G,Scottie Scheffler,
1011973,2023-01-20T00:00:00-05:00,RD 4  - 18 Greens - SC,14.0,Single Stat,Greens In Regulation,2023-01-21T22:23:29-05:00,1,2331,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/golf/low-res/40002605.png,PGA,1.0,Sungjae Im,G,Sungjae Im,
1012161,2023-01-21T22:10:00-05:00,LAC,5.5,Single Stat,Rebs+Asts,2023-01-21T22:51:56-05:00,7,1379,https://static.prizepicks.com/images/players/nba/Tim_Hardaway_Jr._35cd1338-c56b-4247-b53c-264585c59883.webp,NBA,7.0,Tim Hardaway Jr.,G-F,DAL,Mavericks
1012053,2023-01-21T22:10:00-05:00,LAC,18.5,Single Stat,Pts+Rebs,2023-01-21T22:38:31-05:00,7,1379,https://static.prizepicks.com/images/players/nba/Tim_Hardaway_Jr._35cd1338-c56b-4247-b53c-264585c59883.webp,NBA,7.0,Tim Hardaway Jr.,G-F,DAL,Mavericks
1012755,2021-01-22T02:26:00-05:00,NJ,2.5,Single Stat,Shots On Goal,2023-01-22T02:19:19-05:00,8,58349,https://static.prizepicks.com/images/players/nhl/Jake_Guentzel_1130edda-c071-4ae6-9de5-1e35525c72bd.webp,NHL,8.0,Jake Guentzel,F,PIT,Penguins
1012162,2023-01-21T22:10:00-05:00,DAL,11.5,Single Stat,Rebs+Asts,2023-01-21T22:47:18-05:00,7,3828,https://static.prizepicks.com/images/players/nba/Ivica_Zubac_2da18268-82d4-4b40-a296-7ceddd435d0b.webp,NBA,7.0,Ivica Zubac,C,LAC,Clippers
1011838,2023-01-21T22:10:00-05:00,DAL 1st Half,5.5,Single Stat,Points,2023-01-21T22:11:52-05:00,84,55290,https://static.prizepicks.com/images/players/nba/Ivica_Zubac_2da18268-82d4-4b40-a296-7ceddd435d0b.webp,NBA1H,84.0,Ivica Zubac,C,LAC,Clippers
1011938,2023-01-20T00:00:00-05:00,RD 4 - PAR 72 - SC,6.0,Single Stat,Birdies Or Better,2023-01-21T22:02:27-05:00,1,218,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/golf/low-res/40000423.png,PGA,1.0,Tony Finau,G,Tony Finau,
1011958,2023-01-20T00:00:00-05:00,RD 4  - 14 Fairways - SC,9.0,Single Stat,Fairways Hit,2023-01-22T00:49:28-05:00,1,3487,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/golf/low-res/40000194.png,PGA,1.0,Sam Burns,G,Sam Burns,
1012207,2023-01-21T23:45:00-05:00,CONN,8.0,Single Stat,Points,2023-01-22T00:58:50-05:00,20,94557,https://i.imgur.com/I4xYCVa.png,CBB,20.0,Ali Ali,G-F,BUT,Bulldogs
1012756,2021-01-22T02:26:00-05:00,PIT,2.5,Single Stat,Shots On Goal,2023-01-22T02:22:31-05:00,8,57870,https://static.prizepicks.com/images/players/nhl/Jesper_Bratt_ab27d068-5ae3-4623-b8c4-d6bbb6858e57.webp,NHL,8.0,Jesper Bratt,F,NJ,Devils
1012054,2023-01-21T22:10:00-05:00,DAL,20.5,Single Stat,Pts+Rebs,2023-01-21T22:29:40-05:00,7,3828,https://static.prizepicks.com/images/players/nba/Ivica_Zubac_2da18268-82d4-4b40-a296-7ceddd435d0b.webp,NBA,7.0,Ivica Zubac,C,LAC,Clippers
1011950,2023-01-20T00:00:00-05:00,RD 4 - PAR 72 - SC,67.5,Single Stat,Strokes,2023-01-21T22:05:00-05:00,1,218,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/golf/low-res/40000423.png,PGA,1.0,Tony Finau,G,Tony Finau,
1012016,2023-01-21T22:10:00-05:00,DAL 1st Half,10.5,Single Stat,Pts+Rebs+Asts,2023-01-21T22:19:52-05:00,84,55290,https://static.prizepicks.com/images/players/nba/Ivica_Zubac_2da18268-82d4-4b40-a296-7ceddd435d0b.webp,NBA1H,84.0,Ivica Zubac,C,LAC,Clippers
1011825,2023-01-21T22:10:00-05:00,DAL,10.5,Single Stat,Points,2023-01-21T22:11:15-05:00,7,3828,https://static.prizepicks.com/images/players/nba/Ivica_Zubac_2da18268-82d4-4b40-a296-7ceddd435d0b.webp,NBA,7.0,Ivica Zubac,C,LAC,Clippers
1011847,2023-01-21T22:10:00-05:00,DAL,10.5,Single Stat,Rebounds,2023-01-21T22:10:56-05:00,7,3828,https://static.prizepicks.com/images/players/nba/Ivica_Zubac_2da18268-82d4-4b40-a296-7ceddd435d0b.webp,NBA,7.0,Ivica Zubac,C,LAC,Clippers
1012005,2023-01-21T22:10:00-05:00,DAL,21.5,Single Stat,Pts+Rebs+Asts,2023-01-21T22:19:23-05:00,7,3828,https://static.prizepicks.com/images/players/nba/Ivica_Zubac_2da18268-82d4-4b40-a296-7ceddd435d0b.webp,NBA,7.0,Ivica Zubac,C,LAC,Clippers
