id,attributes.board_time,attributes.description,attributes.line_score,attributes.projection_type,attributes.stat_type,attributes.updated_at,relationships.league.data.id,relationships.new_player.data.id,attributes.image_url,attributes.league,attributes.league_id,attributes.name,attributes.position,attributes.team,attributes.team_name
1011210,2020-03-08T12:00:00-04:00,FUR (Map 1),2.5,Single Stat,Kills,2023-01-21T22:23:05-05:00,121,95207,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/f/f3/ITZ_NOsFerus_2022_Split_2.png,LoL,121.0,NOsFerus,MID,ITZ,
1008661,2020-07-11T16:00:00-04:00,LDN Royal Ravens (Map 3),21.5,Single Stat,Kills,2023-01-21T21:17:38-05:00,145,92141,https://i.imgur.com/nzqLWMz.png,COD,145.0,Prolute,G,LV Legion,
1011211,2020-03-09T12:00:00-04:00,FUR (Map 1),2.5,Single Stat,Kills,2023-01-21T13:53:12-05:00,121,95208,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/9/9f/RNS_NinjaKiwi_2022_Split_2.png,LoL,121.0,NinjaKiwi,BOT,ITZ,
1008662,2020-07-11T17:30:00-04:00,LDN Royal Ravens (Map 3),21.5,Single Stat,Kills,2023-01-21T16:51:11-05:00,145,59290,https://i.imgur.com/nzqLWMz.png,COD,145.0,TJHaLy,G,LV Legion,59290
1008663,2020-05-06T19:00:00-04:00,LA Guerrillas (Map 3),22.5,Single Stat,Kills,2023-01-21T11:50:47-05:00,145,28501,https://i.imgur.com/ErYd6dP.png,COD,145.0,Cammy,G,MIN RØKKR,28501
1008664,2020-05-06T19:00:00-04:00,LA Guerrillas (Map 3),23.5,Single Stat,Kills,2023-01-21T15:37:57-05:00,145,59293,https://i.imgur.com/ErYd6dP.png,COD,145.0,Afro,G,MIN RØKKR,59293
1011212,2020-03-10T12:00:00-04:00,MAD (Map 1),2.5,Single Stat,Kills,2023-01-21T14:40:22-05:00,121,50075,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/e/eb/AST_Dajor_2022_Split_2.png,LoL,121.0,Dajor,MID,AST,50075
1008665,2020-05-06T19:00:00-04:00,MIN RØKKR (Map 3),21.5,Single Stat,Kills,2023-01-21T21:48:44-05:00,145,59286,https://i.imgur.com/w9Kao8w.png,COD,145.0,Arcitys,G,LA Guerrillas,59286
1008666,2020-05-06T19:00:00-04:00,MIN RØKKR (Map 3),23.5,Single Stat,Kills,2023-01-21T09:05:15-05:00,145,94423,https://i.imgur.com/w9Kao8w.png,COD,145.0,JoeDeceives,G,LA Guerrillas,
1011213,2020-03-11T12:00:00-04:00,MAD (Map 1),3.0,Single Stat,Kills,2023-01-21T14:40:22-05:00,121,40700,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/1/1d/AST_Kobbe_2022_Split_2.png,LoL,121.0,Kobbe,BOT,AST,40700
1008667,2020-05-06T19:00:00-04:00,ATL FaZe (Map 3),25.5,Single Stat,Kills,2023-01-20T23:13:33-05:00,145,49872,https://i.imgur.com/EtyRPPB.png,COD,145.0,HyDra,G,NY Subliners,49872
1011214,2020-03-12T12:00:00-04:00,AST (Map 1),4.0,Single Stat,Kills,2023-01-21T13:58:47-05:00,121,37766,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/6/61/MAD_Nisqy_2022_Split_2.png,LoL,121.0,Nisqy,MID,MAD,37766
1008668,2020-05-06T19:00:00-04:00,ATL FaZe (Map 3),22.5,Single Stat,Kills,2023-01-21T14:54:07-05:00,145,16719,https://i.imgur.com/EtyRPPB.png,COD,145.0,KiSMET,G,NY Subliners,16719
1008669,2020-05-06T19:00:00-04:00,NY Subliners (Map 3),24.5,Single Stat,Kills,2023-01-21T21:59:12-05:00,145,49870,https://i.imgur.com/3iMIz1j.png,COD,145.0,aBeZy,G,ATL FaZe,49870
1008670,2020-05-06T19:00:00-04:00,NY Subliners (Map 3),24.5,Single Stat,Kills,2023-01-21T09:05:15-05:00,145,16644,https://i.imgur.com/3iMIz1j.png,COD,145.0,Simp,G,ATL FaZe,16644
1011215,2020-03-13T12:00:00-04:00,AST (Map 1),4.0,Single Stat,Kills,2023-01-21T13:58:48-05:00,121,40679,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/33/VIT_Carzzy_2022_Split_2.png,LoL,121.0,Carzzy,BOT,MAD,40679
1008647,2020-07-11T13:00:00-04:00,LV Legion (Map 4),23.5,Single Stat,Kills,2023-01-20T19:59:02-05:00,145,16717,https://i.imgur.com/vX7IWVr.png,COD,145.0,Asim,G,LDN Royal Ravens,16717
1008648,2020-07-11T14:30:00-04:00,LV Legion (Map 4),20.5,Single Stat,Kills,2023-01-21T14:07:18-05:00,145,59295,https://i.imgur.com/vX7IWVr.png,COD,145.0,Nastie,G,LDN Royal Ravens,59295
1011216,2020-03-14T12:00:00-04:00,VKS (Map 1),3.5,Single Stat,Kills,2023-01-21T14:27:53-05:00,121,95224,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/c/cd/PNG_dyNquedo_2022_Split_2.png,LoL,121.0,dyNquedo,MID,PNG,
1008649,2020-07-11T16:00:00-04:00,LDN Royal Ravens (Map 4),20.5,Single Stat,Kills,2023-01-21T14:54:07-05:00,145,92141,https://i.imgur.com/nzqLWMz.png,COD,145.0,Prolute,G,LV Legion,
1011217,2020-03-15T12:00:00-04:00,VKS (Map 1),5.0,Single Stat,Kills,2023-01-21T15:57:36-05:00,121,95225,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/b/b1/EST_Bvoy_2022_Opening.png,LoL,121.0,Bvoy,BOT,PNG,
1008650,2020-07-11T17:30:00-04:00,LDN Royal Ravens (Map 4),20.5,Single Stat,Kills,2023-01-21T14:07:18-05:00,145,59290,https://i.imgur.com/nzqLWMz.png,COD,145.0,TJHaLy,G,LV Legion,59290
1008651,2020-05-06T19:00:00-04:00,LA Guerrillas (Map 4),21.5,Single Stat,Kills,2023-01-21T14:07:19-05:00,145,28501,https://i.imgur.com/ErYd6dP.png,COD,145.0,Cammy,G,MIN RØKKR,28501
1008652,2020-05-06T19:00:00-04:00,LA Guerrillas (Map 4),23.5,Single Stat,Kills,2023-01-20T19:59:16-05:00,145,59293,https://i.imgur.com/ErYd6dP.png,COD,145.0,Afro,G,MIN RØKKR,59293
1011218,2020-03-16T12:00:00-04:00,PNG (Map 1),2.0,Single Stat,Kills,2023-01-21T17:41:13-05:00,121,53638,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/e/ee/RED_Grevthar_2022_Split_2.png,LoL,121.0,Grevthar,MID,VKS,53638
1008653,2020-05-06T19:00:00-04:00,MIN RØKKR (Map 4),20.5,Single Stat,Kills,2023-01-21T14:07:19-05:00,145,59286,https://i.imgur.com/w9Kao8w.png,COD,145.0,Arcitys,G,LA Guerrillas,59286
1011219,2020-03-17T12:00:00-04:00,PNG (Map 1),2.5,Single Stat,Kills,2023-01-21T20:06:02-05:00,121,95231,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/5/5e/ITZ_micaO_2022_Split_2.png,LoL,121.0,micaO,BOT,VKS,
1008654,2020-05-06T19:00:00-04:00,MIN RØKKR (Map 4),23.5,Single Stat,Kills,2023-01-20T19:59:20-05:00,145,94423,https://i.imgur.com/w9Kao8w.png,COD,145.0,JoeDeceives,G,LA Guerrillas,
1008655,2020-05-06T19:00:00-04:00,ATL FaZe (Map 4),24.5,Single Stat,Kills,2023-01-20T19:59:23-05:00,145,49872,https://i.imgur.com/EtyRPPB.png,COD,145.0,HyDra,G,NY Subliners,49872
1008656,2020-05-06T19:00:00-04:00,ATL FaZe (Map 4),22.5,Single Stat,Kills,2023-01-21T14:07:19-05:00,145,16719,https://i.imgur.com/EtyRPPB.png,COD,145.0,KiSMET,G,NY Subliners,16719
1011220,2020-03-18T12:00:00-04:00,TH (Map 1),4.0,Single Stat,Kills,2023-01-21T13:58:47-05:00,121,14968,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/33/VIT_Perkz_2022_Split_2.png,LoL,121.0,Perkz,MID,VIT,14968
1008657,2020-05-06T19:00:00-04:00,NY Subliners (Map 4),23.5,Single Stat,Kills,2023-01-21T21:44:11-05:00,145,49870,https://i.imgur.com/3iMIz1j.png,COD,145.0,aBeZy,G,ATL FaZe,49870
1011221,2020-03-19T12:00:00-04:00,TH (Map 1),4.5,Single Stat,Kills,2023-01-21T15:57:36-05:00,121,15646,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/1/19/MSF_Neon_2022_Split_2.png,LoL,121.0,Neon,BOT,VIT,15646
1008658,2020-05-06T19:00:00-04:00,NY Subliners (Map 4),23.5,Single Stat,Kills,2023-01-21T14:07:19-05:00,145,16644,https://i.imgur.com/3iMIz1j.png,COD,145.0,Simp,G,ATL FaZe,16644
1008695,2020-07-11T13:00:00-04:00,LV Legion (Map 5),6.5,Single Stat,Kills,2023-01-21T20:23:58-05:00,145,16717,https://i.imgur.com/vX7IWVr.png,COD,145.0,Asim,G,LDN Royal Ravens,16717
1008696,2020-07-11T14:30:00-04:00,LV Legion (Map 5),6.5,Single Stat,Kills,2023-01-20T21:19:57-05:00,145,59295,https://i.imgur.com/vX7IWVr.png,COD,145.0,Nastie,G,LDN Royal Ravens,59295
1011222,2020-03-20T12:00:00-04:00,VIT (Map 1),2.5,Single Stat,Kills,2023-01-21T15:48:53-05:00,121,63307,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/e/e5/USE_Ruby_2022_Split_1.png,LoL,121.0,Ruby,MID,TH,63307
1008697,2020-07-11T16:00:00-04:00,LDN Royal Ravens (Map 5),6.5,Single Stat,Kills,2023-01-20T21:19:57-05:00,145,92141,https://i.imgur.com/nzqLWMz.png,COD,145.0,Prolute,G,LV Legion,
1008698,2020-07-11T17:30:00-04:00,LDN Royal Ravens (Map 5),7.0,Single Stat,Kills,2023-01-21T16:30:12-05:00,145,59290,https://i.imgur.com/nzqLWMz.png,COD,145.0,TJHaLy,G,LV Legion,59290
1011223,2020-03-21T12:00:00-04:00,VIT (Map 1),3.0,Single Stat,Kills,2023-01-21T14:48:06-05:00,121,78710,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/c/cc/HRTS_Jackspektra_2022_Split_2.png,LoL,121.0,Jackspektra,BOT,TH,78710
1008699,2020-05-06T19:00:00-04:00,LA Guerrillas (Map 5),6.5,Single Stat,Kills,2023-01-21T20:56:50-05:00,145,28501,https://i.imgur.com/ErYd6dP.png,COD,145.0,Cammy,G,MIN RØKKR,28501
1008700,2020-05-06T19:00:00-04:00,LA Guerrillas (Map 5),7.0,Single Stat,Kills,2023-01-20T21:19:57-05:00,145,59293,https://i.imgur.com/ErYd6dP.png,COD,145.0,Afro,G,MIN RØKKR,59293
1011224,2020-03-22T12:00:00-04:00,LLL (Map 1),2.0,Single Stat,Kills,2023-01-21T14:15:35-05:00,121,95211,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/c/c3/RNS_Yuri_2021_Split_2.png,LoL,121.0,Yuri,MID,KBM,
1008701,2020-05-06T19:00:00-04:00,MIN RØKKR (Map 5),7.0,Single Stat,Kills,2023-01-20T21:19:57-05:00,145,59286,https://i.imgur.com/w9Kao8w.png,COD,145.0,Arcitys,G,LA Guerrillas,59286
1011225,2020-03-23T12:00:00-04:00,LLL (Map 1),2.5,Single Stat,Kills,2023-01-21T13:53:19-05:00,121,95212,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/b/bf/KBM_DudsTheBoy_2022_Split_2.png,LoL,121.0,DudsTheBoy,BOT,KBM,
1008702,2020-05-06T19:00:00-04:00,MIN RØKKR (Map 5),6.5,Single Stat,Kills,2023-01-20T22:50:05-05:00,145,94423,https://i.imgur.com/w9Kao8w.png,COD,145.0,JoeDeceives,G,LA Guerrillas,
1008703,2020-05-06T19:00:00-04:00,ATL FaZe (Map 5),7.0,Single Stat,Kills,2023-01-20T21:19:57-05:00,145,49872,https://i.imgur.com/EtyRPPB.png,COD,145.0,HyDra,G,NY Subliners,49872
1008704,2020-05-06T19:00:00-04:00,ATL FaZe (Map 5),6.5,Single Stat,Kills,2023-01-21T16:30:12-05:00,145,16719,https://i.imgur.com/EtyRPPB.png,COD,145.0,KiSMET,G,NY Subliners,16719
1011226,2020-03-24T12:00:00-04:00,KBM (Map 1),4.0,Single Stat,Kills,2023-01-21T14:27:53-05:00,121,38645,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/d/da/LLL_tinowns_2022_Split_2.png,LoL,121.0,tinowns,MID,LLL,38645
1008705,2020-05-06T19:00:00-04:00,NY Subliners (Map 5),7.0,Single Stat,Kills,2023-01-20T21:19:57-05:00,145,49870,https://i.imgur.com/3iMIz1j.png,COD,145.0,aBeZy,G,ATL FaZe,49870
1008706,2020-05-06T19:00:00-04:00,NY Subliners (Map 5),7.0,Single Stat,Kills,2023-01-20T22:50:05-05:00,145,16644,https://i.imgur.com/3iMIz1j.png,COD,145.0,Simp,G,ATL FaZe,16644
1011227,2020-03-25T12:00:00-04:00,KBM (Map 1),4.5,Single Stat,Kills,2023-01-21T14:19:02-05:00,121,95222,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/2/2b/LSB_Route_2021_Split_1.png,LoL,121.0,Route,BOT,LLL,
1011228,2020-03-26T12:00:00-04:00,KOI (Map 1),3.5,Single Stat,Kills,2023-01-21T14:41:11-05:00,121,15609,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/d/d9/MSF_Vetheo_2022_Split_2.png,LoL,121.0,Vetheo,MID,XL,15609
1011229,2020-03-27T12:00:00-04:00,KOI (Map 1),3.5,Single Stat,Kills,2023-01-21T14:41:11-05:00,121,14974,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/9/92/XL_Patrik_2022_Split_2.png,LoL,121.0,Patrik,BOT,XL,14974
1011230,2020-03-28T12:00:00-04:00,XL (Map 1),4.0,Single Stat,Kills,2023-01-21T13:48:28-05:00,121,21087,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/9/94/RGE_Larssen_2022_Split_2.png,LoL,121.0,Larssen,MID,KOI,21087
1011231,2020-03-29T12:00:00-04:00,XL (Map 1),4.5,Single Stat,Kills,2023-01-21T13:55:12-05:00,121,58873,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/1/13/RGE_Comp_2022_Split_2.png,LoL,121.0,Comp,BOT,KOI,58873
1011232,2020-03-30T12:00:00-04:00,LBR (Map 1),4.0,Single Stat,Kills,2023-01-21T20:30:59-05:00,121,95199,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/e/e2/KBM_hauz_2022_Split_2.png,LoL,121.0,Hauz,MID,FX,
1011233,2020-03-31T12:00:00-04:00,LBR (Map 1),5.0,Single Stat,Kills,2023-01-21T13:47:37-05:00,121,79620,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/8/80/LLL_Brance_2022_Split_2.png,LoL,121.0,Brance,BOT,FX,79620
1012181,2023-01-21T23:33:00-05:00,STNH,25.5,Single Stat,Pts+Rebs+Asts,2023-01-22T00:03:01-05:00,20,94088,https://i.imgur.com/Wv6npeR.png,CBB,20.0,Demetre Roberts,G,FDU,Knights
1012179,2023-01-21T23:33:00-05:00,STNH,18.5,Single Stat,Points,2023-01-21T23:53:10-05:00,20,94088,https://i.imgur.com/Wv6npeR.png,CBB,20.0,Demetre Roberts,G,FDU,Knights
1012182,2023-01-21T23:33:00-05:00,STNH,29.8,Fantasy Score,Fantasy Score,2023-01-22T00:02:50-05:00,20,94088,https://i.imgur.com/Wv6npeR.png,CBB,20.0,Demetre Roberts,G,FDU,Knights
1012180,2023-01-21T23:33:00-05:00,STNH,3.5,Single Stat,Assists,2023-01-22T00:03:45-05:00,20,94088,https://i.imgur.com/Wv6npeR.png,CBB,20.0,Demetre Roberts,G,FDU,Knights
1012190,2023-01-21T23:36:00-05:00,FDU,21.5,Single Stat,Pts+Rebs+Asts,2023-01-21T23:57:25-05:00,20,93356,https://i.imgur.com/gxShDlL.png,CBB,20.0,Andrew Sims,F,STNH,Skyhawks
1011234,2020-04-01T12:00:00-04:00,FX (Map 1),2.5,Single Stat,Kills,2023-01-21T14:28:50-05:00,121,95216,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/7/7a/LBR_Piloto_2023_Split_1.png,LoL,121.0,Piloto,MID,LBR,
1012189,2023-01-21T23:36:00-05:00,FDU,4.0,Single Stat,Rebounds,2023-01-22T02:04:57-05:00,20,93356,https://i.imgur.com/gxShDlL.png,CBB,20.0,Andrew Sims,F,STNH,Skyhawks
1012191,2023-01-21T23:36:00-05:00,FDU,24.5,Fantasy Score,Fantasy Score,2023-01-22T01:30:25-05:00,20,93356,https://i.imgur.com/gxShDlL.png,CBB,20.0,Andrew Sims,F,STNH,Skyhawks
1012188,2023-01-21T23:36:00-05:00,FDU,14.5,Single Stat,Points,2023-01-22T00:00:33-05:00,20,93356,https://i.imgur.com/gxShDlL.png,CBB,20.0,Andrew Sims,F,STNH,Skyhawks
1012186,2023-01-21T23:34:00-05:00,STNH,22.5,Single Stat,Pts+Rebs+Asts,2023-01-22T07:09:48-05:00,20,94089,https://i.imgur.com/Wv6npeR.png,CBB,20.0,Grant Singleton,G,FDU,Knights
1012185,2023-01-21T23:34:00-05:00,STNH,3.5,Single Stat,Rebounds,2023-01-22T03:01:30-05:00,20,94089,https://i.imgur.com/Wv6npeR.png,CBB,20.0,Grant Singleton,G,FDU,Knights
1012183,2023-01-21T23:34:00-05:00,STNH,14.5,Single Stat,Points,2023-01-22T00:13:28-05:00,20,94089,https://i.imgur.com/Wv6npeR.png,CBB,20.0,Grant Singleton,G,FDU,Knights
1012187,2023-01-21T23:34:00-05:00,STNH,26.7,Fantasy Score,Fantasy Score,2023-01-22T00:22:35-05:00,20,94089,https://i.imgur.com/Wv6npeR.png,CBB,20.0,Grant Singleton,G,FDU,Knights
1012184,2023-01-21T23:34:00-05:00,STNH,2.5,Single Stat,3-PT Made,2023-01-22T00:53:54-05:00,20,94089,https://i.imgur.com/Wv6npeR.png,CBB,20.0,Grant Singleton,G,FDU,Knights
1011235,2020-04-02T12:00:00-04:00,FX (Map 1),3.0,Single Stat,Kills,2023-01-21T19:42:40-05:00,121,95217,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/f/f5/PNG_Juliera_2022_Split_2.png,LoL,121.0,Juliera,BOT,LBR,
1012192,2023-01-21T23:37:00-05:00,FDU,11.5,Single Stat,Points,2023-01-22T01:06:30-05:00,20,93357,https://i.imgur.com/gxShDlL.png,CBB,20.0,Isaiah Burnett,G,STNH,Skyhawks
1012193,2023-01-21T23:37:00-05:00,FDU,4.0,Single Stat,Rebounds,2023-01-22T00:09:05-05:00,20,93357,https://i.imgur.com/gxShDlL.png,CBB,20.0,Isaiah Burnett,G,STNH,Skyhawks
1012194,2023-01-21T23:37:00-05:00,FDU,18.5,Single Stat,Pts+Rebs+Asts,2023-01-22T00:15:37-05:00,20,93357,https://i.imgur.com/gxShDlL.png,CBB,20.0,Isaiah Burnett,G,STNH,Skyhawks
1012195,2023-01-21T23:37:00-05:00,FDU,25.1,Fantasy Score,Fantasy Score,2023-01-22T00:17:31-05:00,20,93357,https://i.imgur.com/gxShDlL.png,CBB,20.0,Isaiah Burnett,G,STNH,Skyhawks
1011236,2020-04-03T12:00:00-04:00,FNC (Map 1),4.0,Single Stat,Kills,2023-01-21T13:54:15-05:00,121,16750,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/8/8c/G2_caPs_2022_Split_2.png,LoL,121.0,Caps,MID,G2,16750
1011237,2020-04-04T12:00:00-04:00,FNC (Map 1),4.5,Single Stat,Kills,2023-01-21T13:58:48-05:00,121,40687,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/d/d4/TL_Hans_sama_2022_Split_2.png,LoL,121.0,Hans sama,BOT,G2,40687
1011238,2020-04-05T12:00:00-04:00,G2 (Map 1),2.5,Single Stat,Kills,2023-01-21T13:55:12-05:00,121,14969,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/9/97/FNC_Humanoid_2022_Split_2.png,LoL,121.0,Humanoid,MID,FNC,14969
1011239,2020-04-06T12:00:00-04:00,G2 (Map 1),3.5,Single Stat,Kills,2023-01-21T13:58:47-05:00,121,14970,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/7/70/KC_Rekkles_2022_Split_2.png,LoL,121.0,Rekkles,BOT,FNC,14970
1012501,2023-01-21T23:00:00-05:00,DEN,39.5,Single Stat,Pts+Rebs+Asts,2023-01-22T01:07:38-05:00,7,2243,https://static.prizepicks.com/images/players/nba/Shai_Gilgeous-Alexander_d9ea4a8f-ff51-408d-b518-980efc2a35a1.webp,NBA,7.0,Shai Gilgeous-Alexander,G,OKC,Thunder
1012469,2021-03-08T15:00:00-05:00,Wolverhampton,1.5,Single Stat,Goalie Saves,2023-01-22T00:57:09-05:00,82,48404,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/soc/low-res/90029326.png,SOCCER,82.0,Ederson,GK,Manchester City,
1012513,2023-01-21T23:00:00-05:00,DEN,33.5,Single Stat,Pts+Rebs,2023-01-22T01:18:02-05:00,7,2243,https://static.prizepicks.com/images/players/nba/Shai_Gilgeous-Alexander_d9ea4a8f-ff51-408d-b518-980efc2a35a1.webp,NBA,7.0,Shai Gilgeous-Alexander,G,OKC,Thunder
1012467,2023-01-21T23:00:00-05:00,DEN,6.0,Single Stat,Assists,2023-01-22T01:05:37-05:00,7,2243,https://static.prizepicks.com/images/players/nba/Shai_Gilgeous-Alexander_d9ea4a8f-ff51-408d-b518-980efc2a35a1.webp,NBA,7.0,Shai Gilgeous-Alexander,G,OKC,Thunder
1012517,2023-01-21T23:00:00-05:00,DEN,34.5,Single Stat,Pts+Asts,2023-01-22T01:13:45-05:00,7,2243,https://static.prizepicks.com/images/players/nba/Shai_Gilgeous-Alexander_d9ea4a8f-ff51-408d-b518-980efc2a35a1.webp,NBA,7.0,Shai Gilgeous-Alexander,G,OKC,Thunder
1012463,2023-01-21T23:00:00-05:00,DEN,5.0,Single Stat,Rebounds,2023-01-22T01:14:29-05:00,7,2243,https://static.prizepicks.com/images/players/nba/Shai_Gilgeous-Alexander_d9ea4a8f-ff51-408d-b518-980efc2a35a1.webp,NBA,7.0,Shai Gilgeous-Alexander,G,OKC,Thunder
1012455,2023-01-21T23:00:00-05:00,DEN 1st Half,14.5,Single Stat,Points,2023-01-22T00:57:00-05:00,84,55157,https://static.prizepicks.com/images/players/nba/Shai_Gilgeous-Alexander_d9ea4a8f-ff51-408d-b518-980efc2a35a1.webp,NBA1H,84.0,Shai Gilgeous-Alexander,G,OKC,Thunder
1012345,2023-01-21T09:00:00-05:00,Brentford,3.0,Single Stat,Clearances,2023-01-22T00:56:52-05:00,82,48322,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/soc/low-res/90052156.png,SOCCER,82.0,Robin Koch,CB,Leeds United,
1012451,2023-01-21T23:00:00-05:00,DEN,28.5,Single Stat,Points,2023-01-22T00:53:00-05:00,7,2243,https://static.prizepicks.com/images/players/nba/Shai_Gilgeous-Alexander_d9ea4a8f-ff51-408d-b518-980efc2a35a1.webp,NBA,7.0,Shai Gilgeous-Alexander,G,OKC,Thunder
1012505,2023-01-21T23:00:00-05:00,DEN 1st Half,19.5,Single Stat,Pts+Rebs+Asts,2023-01-22T01:20:36-05:00,84,55157,https://static.prizepicks.com/images/players/nba/Shai_Gilgeous-Alexander_d9ea4a8f-ff51-408d-b518-980efc2a35a1.webp,NBA1H,84.0,Shai Gilgeous-Alexander,G,OKC,Thunder
1012521,2023-01-21T23:00:00-05:00,DEN,10.5,Single Stat,Rebs+Asts,2023-01-22T01:17:34-05:00,7,2243,https://static.prizepicks.com/images/players/nba/Shai_Gilgeous-Alexander_d9ea4a8f-ff51-408d-b518-980efc2a35a1.webp,NBA,7.0,Shai Gilgeous-Alexander,G,OKC,Thunder
1012452,2023-01-21T23:00:00-05:00,DEN,17.5,Single Stat,Points,2023-01-22T00:55:44-05:00,7,54138,https://static.prizepicks.com/images/players/nba/Josh_Giddey_66ea876a-1cc9-47ed-ae31-2ed3c8f9350e.webp,NBA,7.0,Josh Giddey,G,OKC,Thunder
1012468,2023-01-21T23:00:00-05:00,DEN,6.5,Single Stat,Assists,2023-01-22T01:04:42-05:00,7,54138,https://static.prizepicks.com/images/players/nba/Josh_Giddey_66ea876a-1cc9-47ed-ae31-2ed3c8f9350e.webp,NBA,7.0,Josh Giddey,G,OKC,Thunder
1012470,2021-03-08T15:00:00-05:00,Manchester City,4.5,Single Stat,Goalie Saves,2023-01-22T00:57:00-05:00,82,48609,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/soc/low-res/90044423.png,SOCCER,82.0,Jose Sa,GK,Wolverhampton,
1012502,2023-01-21T23:00:00-05:00,DEN,31.5,Single Stat,Pts+Rebs+Asts,2023-01-22T01:04:11-05:00,7,54138,https://static.prizepicks.com/images/players/nba/Josh_Giddey_66ea876a-1cc9-47ed-ae31-2ed3c8f9350e.webp,NBA,7.0,Josh Giddey,G,OKC,Thunder
1012507,2023-01-21T23:00:00-05:00,DEN 1st Half,15.5,Single Stat,Pts+Rebs+Asts,2023-01-22T01:31:06-05:00,84,55161,https://static.prizepicks.com/images/players/nba/Josh_Giddey_66ea876a-1cc9-47ed-ae31-2ed3c8f9350e.webp,NBA1H,84.0,Josh Giddey,G,OKC,Thunder
1012518,2023-01-21T23:00:00-05:00,DEN,23.5,Single Stat,Pts+Asts,2023-01-22T01:15:57-05:00,7,54138,https://static.prizepicks.com/images/players/nba/Josh_Giddey_66ea876a-1cc9-47ed-ae31-2ed3c8f9350e.webp,NBA,7.0,Josh Giddey,G,OKC,Thunder
1012457,2023-01-21T23:00:00-05:00,DEN 1st Half,8.5,Single Stat,Points,2023-01-22T00:53:47-05:00,84,55161,https://static.prizepicks.com/images/players/nba/Josh_Giddey_66ea876a-1cc9-47ed-ae31-2ed3c8f9350e.webp,NBA1H,84.0,Josh Giddey,G,OKC,Thunder
1012514,2023-01-21T23:00:00-05:00,DEN,25.5,Single Stat,Pts+Rebs,2023-01-22T01:31:15-05:00,7,54138,https://static.prizepicks.com/images/players/nba/Josh_Giddey_66ea876a-1cc9-47ed-ae31-2ed3c8f9350e.webp,NBA,7.0,Josh Giddey,G,OKC,Thunder
1012522,2023-01-21T23:00:00-05:00,DEN,14.5,Single Stat,Rebs+Asts,2023-01-22T01:17:58-05:00,7,54138,https://static.prizepicks.com/images/players/nba/Josh_Giddey_66ea876a-1cc9-47ed-ae31-2ed3c8f9350e.webp,NBA,7.0,Josh Giddey,G,OKC,Thunder
1012346,2023-01-21T09:00:00-05:00,Brentford,3.0,Single Stat,Clearances,2023-01-22T01:29:39-05:00,82,48326,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/soc/low-res/90058868.png,SOCCER,82.0,Liam Cooper,M,Leeds United,
1012464,2023-01-21T23:00:00-05:00,DEN,7.5,Single Stat,Rebounds,2023-01-22T01:09:17-05:00,7,54138,https://static.prizepicks.com/images/players/nba/Josh_Giddey_66ea876a-1cc9-47ed-ae31-2ed3c8f9350e.webp,NBA,7.0,Josh Giddey,G,OKC,Thunder
1012519,2023-01-21T23:00:00-05:00,DEN,16.5,Single Stat,Pts+Asts,2023-01-22T01:41:41-05:00,7,10798,https://static.prizepicks.com/images/players/nba/Luguentz_Dort_3f7e2350-e208-4791-98c2-684b53bb5a9a.webp,NBA,7.0,Luguentz Dort,G,OKC,Thunder
1012459,2023-01-21T23:00:00-05:00,DEN 1st Half,7.5,Single Stat,Points,2023-01-22T00:54:48-05:00,84,55406,https://static.prizepicks.com/images/players/nba/Luguentz_Dort_3f7e2350-e208-4791-98c2-684b53bb5a9a.webp,NBA1H,84.0,Luguentz Dort,G,OKC,Thunder
